Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_SAMTestSuite,,,,2019-08-18 12:35:44,2019-08-18 12:37:51,2m - 6.744s,FAILED
,,,,,,,
Test Cases/SAM_TestCase/TC_EventCreate,,,,2019-08-18 12:35:45,2019-08-18 12:36:50,1m - 5.468s,FAILED
common.CommonLibrary.navigateToURL(),,,,2019-08-18 12:35:46,2019-08-18 12:36:50,1m - 4.210s,FAILED
